image,channel,param,quality,repeat,seed,psnr,ssim,compression_ratio,time_source_enc,time_channel_enc,time_interleave,time_transmission,time_channel_dec,time_source_dec,actual_error_rate,viterbi_ber,source_bits,encoded_bits
kodim11.png,bsc,0.0,10,1,42,26.5251552603598,0.7093857695369198,31.361939703301964,1.0441836000000038,0.029878699999997593,0.03705689999999606,0.0009958000000054312,2.0383555999999956,0.6063146000000046,0.0,0.0,300912,601836
kodim12.png,bsc,0.0,10,1,42,28.86684609921549,0.7705432236240187,33.030408243265946,1.0314931999999999,0.027382800000005147,0.03588630000000137,0.0009800999999995952,1.885915500000003,0.5986083000000022,0.0,0.0,285712,571436
kodim01.png,bsc,0.0,50,1,42,30.068955491111108,0.8898463479348434,9.055477511917648,1.1572890999999998,0.1036533999999989,0.12804999999999467,0.003102900000001796,7.173820800000001,1.5445792000000012,0.0,0.0,1042152,2084316
kodim02.png,bsc,0.0,50,1,42,33.74690419190224,0.8713153836603104,12.91703257596496,1.0816171999999966,0.0727720000000005,0.09188360000000273,0.002441500000003316,5.2831774,1.523251799999997,0.0,0.0,730600,1461212
kodim03.png,bsc,0.0,50,1,42,35.350378246444045,0.9236412480125761,14.934710775190855,1.0971754999999916,0.06250639999998953,0.08067800000000602,0.0019479000000046653,4.3101303000000115,1.4221825000000052,0.0,0.0,631896,1263804
kodim04.png,bsc,0.0,50,1,42,34.079456752252206,0.8936975344946426,12.3828058573453,1.119984400000007,0.0792682999999954,0.09793959999998947,0.0028968999999960943,5.278933600000002,1.5184360000000083,0.0,0.0,762120,1524252
kodim05.png,bsc,0.0,50,1,42,30.15730210636152,0.9110433838064501,7.707397389156768,1.203774899999999,0.1300212000000016,0.15760020000000452,0.003865500000003408,8.608107099999998,1.7689018999999888,0.0,0.0,1224432,2448876
kodim06.png,bsc,0.0,50,1,42,31.43204570936301,0.9007447039648416,10.281500849784285,1.1356540000000024,0.08836159999999893,0.1149281000000002,0.003131600000003232,6.185940799999997,1.6060832000000005,0.0,0.0,917880,1835772
kodim07.png,bsc,0.0,50,1,42,34.85114488682355,0.9410254557384855,12.809590513730983,1.1135097000000087,0.07121029999998996,0.08879530000000102,0.0024664000000029773,4.999927800000023,1.3356919000000005,0.0,0.0,736728,1473468
kodim08.png,bsc,0.0,50,1,42,29.78964370830637,0.9099117852134683,8.121389034230166,1.1708167999999972,0.11175129999999456,0.14212000000000558,0.003678400000012516,7.89752,1.8040345999999943,0.0,0.0,1162016,2324044
kodim09.png,bsc,0.0,50,1,42,35.050073616031426,0.9175775735024455,16.070841791207442,1.0669304000000182,0.0562227000000064,0.07486559999998121,0.0025502999999957865,4.006448799999987,1.3751906000000247,0.0,0.0,587224,1174460
kodim10.png,bsc,0.0,50,1,42,34.714073232949694,0.9107277191176134,14.289756759375909,1.072203299999984,0.06257210000001123,0.08068260000001715,0.0018947000000082426,4.491241200000019,1.512151799999998,0.0,0.0,660416,1320844
kodim11.png,bsc,0.0,50,1,42,32.12971841599013,0.8924243384553537,11.16963981365754,1.106667200000004,0.08124570000001086,0.10675679999999943,0.0026761999999962427,5.8190343999999925,1.445611299999996,0.0,0.0,844896,1689804
kodim12.png,bsc,0.0,50,1,42,35.144955513626456,0.9060210359534092,14.582999554962171,1.092083400000007,0.06234800000001428,0.08073949999999286,0.0019629000000236374,4.355540200000007,1.4066837999999962,0.0,0.0,647136,1294284
kodim01.png,bsc,0.0,90,1,42,37.60523917785544,0.9753799534488373,3.7219915441408467,1.3633134999999754,0.25594569999998384,0.32046879999998623,0.007804499999991776,17.646997999999996,3.6029397000000074,0.0,0.0,2535520,5071052
kodim02.png,bsc,0.0,90,1,42,39.5880759340488,0.9563396062360408,4.933969642849674,1.2807081999999923,0.1870261000000255,0.23858069999999998,0.006171100000017304,13.277917600000023,3.3837546999999972,0.0,0.0,1912696,3825404
kodim03.png,bsc,0.0,90,1,42,41.60808480920867,0.973899308505798,6.588850349369125,1.2090948999999966,0.13868719999999257,0.18154999999998722,0.00444559999999683,9.997925500000008,3.1047757000000047,0.0,0.0,1432296,2864604
kodim04.png,bsc,0.0,90,1,42,39.891780258851306,0.9633541727163636,5.0770958953634,1.273279400000007,0.1824203000000182,0.23320050000000947,0.005776199999985465,13.258587799999987,3.2039984000000175,0.0,0.0,1858776,3717564
kodim05.png,bsc,0.0,90,1,42,37.926903447359386,0.9792997810063673,3.4750414625452555,1.3721426000000179,0.2647857999999985,0.33363239999999905,0.009140599999994947,18.748979100000014,3.4830410000000143,0.0,0.0,2715704,5431420
kodim06.png,bsc,0.0,90,1,42,38.71970948512319,0.9722477027248017,4.41136677249627,1.3036763000000064,0.2080723000000262,0.2673613999999702,0.006665900000029978,14.797424700000022,3.3497028999999543,0.0,0.0,2139288,4278588
kodim07.png,bsc,0.0,90,1,42,41.39193476811169,0.9787911719563461,5.837905249249012,1.2153629000000024,0.16160899999999856,0.20045440000001236,0.0048226000000113345,11.132638999999983,3.081424599999991,0.0,0.0,1616536,3233084
kodim08.png,bsc,0.0,90,1,42,37.40053320505825,0.975620040407157,3.502913036506494,1.383689000000004,0.2586317999999892,0.33519109999997454,0.00862449999999626,19.522032300000035,3.5136979999999767,0.0,0.0,2694096,5388204
kodim09.png,bsc,0.0,90,1,42,40.75760775493232,0.9605927385776174,6.256121426184908,1.2083797000000231,0.14310019999999213,0.18637140000004138,0.0044743000000266875,10.3855322,3.2275281999999947,0.0,0.0,1508472,3016956
kodim10.png,bsc,0.0,90,1,42,40.673997847291304,0.9637853230004584,5.769409094910645,1.2195760999999834,0.1590545999999904,0.20106449999997267,0.005667000000016742,11.51595240000006,3.1794837000000484,0.0,0.0,1635728,3271468
